,İşlenmemiş gıda,İşlenmiş gıda,Enerji,Temel mallar,Hizmet,"Alkollü içecekler, tütün ve altın"
2025-01-31,0.304490204257612,0.2156556171276195,0.5880567497487201,0.11822496748775072,1.153354972345157,0.04625375532745311
2025-02-28,0.040397701695159854,0.9170531393062574,0.5575778043291886,1.1348860347305259,0.5961309153221437,0.0387756766393041
2025-03-31,1.1826300756025316,0.2561207773410418,0.008374973040700605,0.9941305105956926,0.6123282609552647,0.4047428718675467
2025-04-30,0.2649124383216413,0.24571332927377526,0.48812321069959597,0.5442068771636352,0.7361689584900306,0.057308662480198315
2025-05-31,-0.28863191975822206,0.1787650675045201,0.24782650398108325,0.5194584198799177,0.7024931260481303,0.030646827116030635
2025-06-30,-0.1608867937801979,0.10088711348437236,0.25049616308468003,0.20175502127674855,0.8904919830019979,0.011730490380008634
2025-07-31,-0.08012443536738546,0.27309317663430704,0.7106329482303614,0.3630459443148128,0.8429239092190084,0.20915137773667053
2025-08-31,0.18063554098060827,0.39514971684554595,0.10182171638168679,0.23540363364506356,0.754449608599111,0.2722073062092409
2025-09-30,0.327876829565814,0.4475866370709199,0.14149892869477548,0.34923104979811925,1.2948308441981693,0.051884856623551315
2025-10-31,0.4706387876465391,0.6721375801736933,0.11549903692924875,1.2221839247900232,0.4487908841582428,0.159466093806434
2025-11-30,0.05933275191037072,0.34711533791710886,0.20596658821913183,-0.0791317547251692,0.4509718115141304,0.14762366197993243
2025-12-31,0.24450943223425037,0.19309520833135868,-0.02549150695287541,0.3238460870824082,0.2851500069536445,0.012227945930399109
2026-01-31,1.2854466700686114,0.47696908942889804,0.0388245920048957,0.8129445433737585,2.443281585124803,0.08649546258157208
2026-02-28,1.3307226714342104,0.5619662120716907,0.3113614545155704,-0.07060073389883768,1.0173755771845379,0.11716930398674935
2026-03-31,0.670022600960924,0.180509606808207,0.3500916921680083,0.10459825112064608,1.0357333887366238,0.14724544258648783
2026-04-30,0.6100641309557515,0.3316281638962048,0.9579055589986443,0.7948194904126289,0.6787745782178647,-0.015347489119471959
2026-05-31,-0.7993251992296873,0.2749243067392547,-0.049582354325150485,0.6167375034399915,0.6545047998936144,-0.009244709392937915
